-119.691325,36.6267595,173
-119.6913075,36.626922,173
-119.6912835,36.635937,180
-119.6912535,36.64099831,91
-119.6912525,36.636175,1213
-119.69111,36.635289,602
-119.6910465,36.634799,353
-119.691028,36.637777,44
-119.691012,36.64086,1078
-119.690996,36.624279,862
-119.6909891,36.6246953,584
-119.6909815,36.62516022,853
-119.69098,36.626429,796
-119.6909796,36.6260142,696
-119.6909791,36.62554377,764
-119.6909555,36.62753,545
-119.6909435,36.6352055,602
-119.690943,36.6296585,334
-119.6909161,36.63005025,856
-119.6909075,36.617787,224
-119.6909036,36.63062025,795
-119.6908778,36.62833644,713
-119.690872,36.63480784,353
-119.6908703,36.62793638,295
-119.6908674,36.62886036,19
-119.6908637,36.62869773,19
-119.6908562,36.62907137,780
-119.6908525,36.6376785,44
-119.6908345,36.628511,713
-119.6908266,36.62812275,295
-119.69082,36.629266,780
-119.6907857,36.62515477,853
-119.6907836,36.62554834,764
-119.690771,36.61757655,224
-119.690766,36.62429618,862
-119.690762,36.6247215,1156
-119.690758,36.625991,696
-119.6907557,36.62640599,305
-119.6907199,36.62687038,609
-119.6907024,36.62968452,1241
-119.690686,36.62754,1221
-119.6905809,36.6255362,300
-119.6905632,36.62515687,593
-119.6905464,36.62430617,450
-119.690542,36.62468771,84
-119.6905355,36.626427,305
-119.6905338,36.62601554,4
-119.6904982,36.62686733,609
-119.6904977,36.63012575,793
-119.6904945,36.6175605,666
-119.69049,36.6305495,87
-119.6904563,36.63468412,1096
-119.6904544,36.629691,725
-119.6904515,36.634986,62
-119.690428,36.62751186,650
-119.6903728,36.61801069,820
-119.6903728,36.61837975,61
-119.690348,36.624271,1224
-119.6903463,36.62469128,84
-119.690341,36.6251255,593
-119.69034,36.628359,284
-119.6903379,36.62640231,305
-119.690336,36.625989,4
-119.6903336,36.62556665,1215
-119.6903305,36.6287655,871
-119.6903301,36.62798888,1059
-119.6902824,36.62925724,375
-119.6902818,36.61756983,1214
-119.6902621,36.62905956,375
-119.6902589,36.62687977,403
-119.6902243,36.62968977,168
-119.690176,36.6184005,61
-119.6901511,36.62751383,126
-119.6901479,36.62430295,1224
-119.6901432,36.62467393,811
-119.6901329,36.62601895,1090
