Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,150.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,150.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,150.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,150.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,150.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,150.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,151.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,151.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,151.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,151.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,150.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,151.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,151.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,151.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,151.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,150.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,150.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,149.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,149.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,150.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,150.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,150.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,150.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,151.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,150.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,150.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,149.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,149.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,150.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,150.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,149.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
