Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,338.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,340.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,340.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,339.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,339.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,339.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,340.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,341.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,341.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,341.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,340.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,340.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,341.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,340.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,340.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,339.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,339.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,339.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,339.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,339.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,339.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,339.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,339.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,339.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,340.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,340.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,340.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,341.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,339.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,338.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,338.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,337.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,337.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,337.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,338.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,338.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,336.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,337.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,338.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,338.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,337.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,337.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,338.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,337.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,337.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,337.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,337.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,337.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,338.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,338.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
