Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,641.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,641.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,641.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,644.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,645.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,646.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,647.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,648.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,646.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,646.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,646.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,648.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,649.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,649.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,650.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,649.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,647.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,649.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,649.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,649.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,649.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,651.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,648.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,649.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,650.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,652.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,652.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,652.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,653.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,652.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,653.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,652.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,653.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,651.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,650.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,651.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,651.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,652.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,651.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,649.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,649.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,650.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,650.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,649.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,650.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,652.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,653.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,653.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,652.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,653.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,651.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,652.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,653.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,652.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,652.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,654.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,657.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,658.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,657.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,655.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,657.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
