Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,288.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,287.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,286.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,285.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,285.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,286.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,285.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,285.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,285.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,285.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,286.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,285.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,285.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,285.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,285.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,285.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,285.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,285.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,284.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,283.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,284.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,283.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,282.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,284.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,284.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,285.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,284.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,284.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,284.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,284.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,285.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,284.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,284.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,283.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,284.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,282.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,281.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,281.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,283.47,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
40,284.49,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
41,284.36,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
42,283.87,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
43,281.96,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
44,280.99,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
45,280.67,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
46,281.15,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
47,281.35,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
48,281.64,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
49,281.65,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,279.72,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
51,279.27,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
52,279.97,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
53,278.93,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
54,277.78,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
55,278.83,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
56,279.96,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
57,279.7,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
58,280.03,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
59,280.05,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
60,279.29,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
61,278.43,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
62,279.24,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
63,279.53,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0
64,279.17,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
65,280.09,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
66,279.58,0.17,0,0.01,0,0,0,0,0,0,0,0,0,0,0
67,279.44,0.17,0,0.01,0,0,0,0,0,0,0,0,0,0,0
68,279.82,0.18,0,0.01,0,0,0,0,0,0,0,0,0,0,0
69,280.03,0.19,0,0.01,0,0,0,0,0,0,0,0,0,0,0
70,280.76,0.23,0,0.01,0,0,0,0,0,0,0,0,0,0,0
71,280.55,0.22,0,0.01,0,0,0,0,0,0,0,0,0,0,0
72,280.45,0.25,0,0.01,0,0,0,0,0,0,0,0,0,0,0
73,281.22,0.28,0,0.01,0,0,0,0,0,0,0,0,0,0,0
74,280.65,0.28,0,0.01,0,0,0,0,0,0,0,0,0,0,0
75,282.01,0.28,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
76,281.54,0.32,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
77,280.8,0.3,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
78,281.16,0.32,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
79,281.18,0.37,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
80,281,0.38,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
81,280.79,0.39,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
82,281.74,0.36,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0
83,281.42,0.37,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
84,280.28,0.39,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
85,278.98,0.39,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0
86,277.35,0.41,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0
87,276.75,0.48,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0
88,275.85,0.49,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0
89,278.17,0.49,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0
90,278.21,0.45,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0
91,278.37,0.45,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0
92,278.17,0.44,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0
93,278.52,0.45,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0
94,279.53,0.48,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0
95,279.73,0.44,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0
96,277.29,0.42,0,0,0.06,0,0,0,0,0,0,0,0,0,0
97,276.74,0.42,0,0.01,0.05,0.01,0,0,0,0,0,0,0,0,0
98,277.87,0.45,0,0.01,0.05,0.01,0,0,0,0,0,0,0,0,0
99,279.42,0.41,0,0.01,0.05,0.01,0,0,0,0,0,0,0,0,0
100,280.11,0.44,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0
101,280.55,0.48,0,0.02,0.05,0,0,0,0,0,0,0,0,0,0
102,281.31,0.48,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0
103,281.66,0.51,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0
104,283.88,0.51,0,0,0.08,0,0,0,0,0,0,0,0,0,0
105,284.19,0.53,0,0,0.08,0,0,0,0,0,0,0,0,0,0
106,282.43,0.6,0,0,0.08,0,0,0,0,0,0,0,0,0,0
107,283.89,0.56,0,0,0.08,0,0,0,0,0,0,0,0,0,0
108,283.8,0.63,0,0,0.1,0,0,0,0,0,0,0,0,0,0
109,282.57,0.67,0,0,0.11,0,0,0,0,0,0,0,0,0,0
110,283.28,0.69,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0
111,282.31,0.72,0,0.01,0.11,0,0,0,0,0,0,0,0,0,0
112,280.69,0.79,0,0.01,0.08,0,0,0,0,0,0,0,0,0,0
113,281.77,0.88,0,0.01,0.11,0,0,0,0,0,0,0,0,0,0
114,282.31,0.82,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0
115,282.25,0.83,0,0.01,0.11,0,0,0,0,0,0,0,0,0,0
116,283.26,0.85,0,0.01,0.12,0,0,0,0,0,0,0,0,0,0
117,282.18,0.82,0,0.02,0.15,0,0,0,0,0,0,0,0,0,0
118,282.79,0.92,0,0.01,0.17,0,0,0,0,0,0,0,0,0,0
119,283.21,0.89,0,0.01,0.18,0,0,0,0,0,0,0,0,0,0
120,282.74,0.89,0,0.02,0.15,0,0,0,0,0,0,0,0,0,0
121,281.97,0.87,0,0.01,0.13,0,0,0,0,0,0,0,0,0,0
122,281.23,0.94,0,0.02,0.14,0,0,0,0,0,0,0,0,0,0
123,281.71,0.95,0,0.01,0.12,0,0,0,0,0,0,0,0,0,0
124,280.83,0.96,0,0.01,0.09,0,0,0,0,0,0,0,0,0,0
125,280.5,0.98,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0
126,280.57,0.98,0,0.02,0.05,0,0,0,0,0,0,0,0,0,0
127,280.18,0.97,0,0.03,0.08,0.01,0,0,0,0,0,0,0,0,0
