x,y,n,label
0.0,0.0,50.0,24
15.0,0.0,50.0,24
30.0,0.0,50.0,6
45.0,0.0,50.0,6
60.0,0.0,50.0,11
75.0,0.0,50.0,11
90.0,0.0,50.0,5
105.0,0.0,50.0,5
120.0,0.0,50.0,2
135.0,0.0,50.0,2
150.0,0.0,50.0,0
165.0,0.0,50.0,0
180.0,0.0,50.0,95
195.0,0.0,50.0,52
210.0,0.0,50.0,94
225.0,0.0,50.0,50
240.0,0.0,50.0,93
255.0,0.0,50.0,51
270.0,0.0,50.0,92
285.0,0.0,50.0,71
300.0,0.0,50.0,91
315.0,0.0,50.0,47
330.0,0.0,50.0,90
345.0,0.0,50.0,81
360.0,0.0,50.0,89
375.0,0.0,50.0,44
390.0,0.0,50.0,88
405.0,0.0,50.0,67
420.0,0.0,50.0,87
435.0,0.0,50.0,45
450.0,0.0,50.0,86
465.0,0.0,50.0,46
480.0,0.0,50.0,85
495.0,0.0,50.0,43
510.0,0.0,50.0,84
525.0,0.0,50.0,64
540.0,0.0,50.0,83
555.0,0.0,50.0,22
570.0,0.0,50.0,82
585.0,0.0,50.0,42
600.0,0.0,50.0,40
615.0,0.0,50.0,21
630.0,0.0,50.0,80
645.0,0.0,50.0,63
660.0,0.0,50.0,79
675.0,0.0,50.0,48
690.0,0.0,50.0,78
705.0,0.0,50.0,41
720.0,0.0,50.0,77
735.0,0.0,50.0,20
750.0,0.0,50.0,76
765.0,0.0,50.0,39
780.0,0.0,50.0,75
795.0,0.0,50.0,65
810.0,0.0,50.0,74
825.0,0.0,50.0,10
840.0,0.0,50.0,73
855.0,0.0,50.0,36
870.0,0.0,50.0,72
885.0,0.0,50.0,19
900.0,0.0,50.0,35
915.0,0.0,50.0,37
930.0,0.0,50.0,70
945.0,0.0,50.0,38
960.0,0.0,50.0,69
975.0,0.0,50.0,17
990.0,0.0,50.0,68
1005.0,0.0,50.0,9
1020.0,0.0,50.0,33
1035.0,0.0,50.0,18
1050.0,0.0,50.0,66
1065.0,0.0,50.0,34
1080.0,0.0,50.0,32
1095.0,0.0,50.0,8
1110.0,0.0,50.0,31
1125.0,0.0,50.0,4
1140.0,0.0,50.0,15
1155.0,0.0,50.0,16
1170.0,0.0,50.0,62
1185.0,0.0,50.0,7
1200.0,0.0,50.0,61
1215.0,0.0,50.0,3
1230.0,0.0,50.0,60
1245.0,0.0,50.0,53
1260.0,0.0,50.0,59
1275.0,0.0,50.0,1
1290.0,0.0,50.0,58
1305.0,0.0,50.0,30
1320.0,0.0,50.0,57
1335.0,0.0,50.0,29
1350.0,0.0,50.0,56
1365.0,0.0,50.0,23
1380.0,0.0,50.0,55
1395.0,0.0,50.0,14
1410.0,0.0,50.0,54
1425.0,0.0,50.0,27
1440.0,0.0,50.0,26
1455.0,0.0,50.0,28
1470.0,0.0,50.0,25
1485.0,0.0,50.0,13
1500.0,0.0,50.0,12
1515.0,0.0,50.0,49
