x,y,n,label
0.0,0.0,50.0,0
15.0,0.0,50.0,0
30.0,0.0,50.0,0
45.0,0.0,50.0,0
60.0,0.0,50.0,0
75.0,0.0,50.0,0
90.0,0.0,50.0,0
105.0,0.0,50.0,0
120.0,0.0,50.0,0
135.0,0.0,50.0,0
150.0,0.0,50.0,0
165.0,0.0,50.0,0
180.0,0.0,50.0,0
195.0,0.0,50.0,0
210.0,0.0,50.0,0
225.0,0.0,50.0,0
240.0,0.0,50.0,10
255.0,0.0,50.0,10
270.0,0.0,50.0,10
285.0,0.0,50.0,10
300.0,0.0,50.0,10
315.0,0.0,50.0,10
330.0,0.0,50.0,10
345.0,0.0,50.0,10
360.0,0.0,50.0,6
375.0,0.0,50.0,6
390.0,0.0,50.0,6
405.0,0.0,50.0,6
420.0,0.0,50.0,6
435.0,0.0,50.0,6
450.0,0.0,50.0,6
465.0,0.0,50.0,6
480.0,0.0,50.0,9
495.0,0.0,50.0,9
510.0,0.0,50.0,9
525.0,0.0,50.0,9
540.0,0.0,50.0,9
555.0,0.0,50.0,9
570.0,0.0,50.0,9
585.0,0.0,50.0,9
600.0,0.0,50.0,4
615.0,0.0,50.0,4
630.0,0.0,50.0,4
645.0,0.0,50.0,4
660.0,0.0,50.0,4
675.0,0.0,50.0,4
690.0,0.0,50.0,4
705.0,0.0,50.0,4
720.0,0.0,50.0,8
735.0,0.0,50.0,8
750.0,0.0,50.0,8
765.0,0.0,50.0,8
780.0,0.0,50.0,8
795.0,0.0,50.0,8
810.0,0.0,50.0,8
825.0,0.0,50.0,8
840.0,0.0,50.0,7
855.0,0.0,50.0,7
870.0,0.0,50.0,7
885.0,0.0,50.0,7
900.0,0.0,50.0,7
915.0,0.0,50.0,7
930.0,0.0,50.0,7
945.0,0.0,50.0,7
960.0,0.0,50.0,3
975.0,0.0,50.0,3
990.0,0.0,50.0,3
1005.0,0.0,50.0,3
1020.0,0.0,50.0,3
1035.0,0.0,50.0,3
1050.0,0.0,50.0,3
1065.0,0.0,50.0,3
1080.0,0.0,50.0,5
1095.0,0.0,50.0,5
1110.0,0.0,50.0,5
1125.0,0.0,50.0,5
1140.0,0.0,50.0,5
1155.0,0.0,50.0,5
1170.0,0.0,50.0,5
1185.0,0.0,50.0,5
1200.0,0.0,50.0,2
1215.0,0.0,50.0,2
1230.0,0.0,50.0,2
1245.0,0.0,50.0,2
1260.0,0.0,50.0,2
1275.0,0.0,50.0,2
1290.0,0.0,50.0,2
1305.0,0.0,50.0,2
1320.0,0.0,50.0,1
1335.0,0.0,50.0,1
1350.0,0.0,50.0,1
1365.0,0.0,50.0,1
1380.0,0.0,50.0,1
1395.0,0.0,50.0,1
1410.0,0.0,50.0,1
1425.0,0.0,50.0,1
1440.0,0.0,50.0,1
1455.0,0.0,50.0,1
1470.0,0.0,50.0,1
1485.0,0.0,50.0,1
1500.0,0.0,50.0,1
1515.0,0.0,50.0,1
