x,y,n,label
0.0,0.0,50.0,29
15.303030303030303,0.0,50.0,29
30.606060606060606,0.0,50.0,13
45.90909090909091,0.0,50.0,13
61.21212121212121,0.0,50.0,13
76.51515151515152,0.0,50.0,23
91.81818181818181,0.0,50.0,23
107.12121212121212,0.0,50.0,5
122.42424242424242,0.0,50.0,5
137.72727272727272,0.0,50.0,5
153.03030303030303,0.0,50.0,5
168.33333333333334,0.0,50.0,18
183.63636363636363,0.0,50.0,18
198.93939393939394,0.0,50.0,18
214.24242424242425,0.0,50.0,11
229.54545454545453,0.0,50.0,11
244.84848484848484,0.0,50.0,11
260.1515151515151,0.0,50.0,11
275.45454545454544,0.0,50.0,24
290.75757575757575,0.0,50.0,24
306.06060606060606,0.0,50.0,9
321.3636363636364,0.0,50.0,9
336.6666666666667,0.0,50.0,9
351.96969696969694,0.0,50.0,9
367.27272727272725,0.0,50.0,25
382.57575757575756,0.0,50.0,25
397.8787878787879,0.0,50.0,8
413.1818181818182,0.0,50.0,8
428.4848484848485,0.0,50.0,8
443.78787878787875,0.0,50.0,8
459.09090909090907,0.0,50.0,26
474.3939393939394,0.0,50.0,26
489.6969696969697,0.0,50.0,14
505.0,0.0,50.0,14
520.3030303030303,0.0,50.0,14
535.6060606060606,0.0,50.0,28
550.9090909090909,0.0,50.0,28
566.2121212121212,0.0,50.0,17
581.5151515151515,0.0,50.0,17
596.8181818181818,0.0,50.0,17
612.1212121212121,0.0,50.0,7
627.4242424242424,0.0,50.0,7
642.7272727272727,0.0,50.0,7
658.030303030303,0.0,50.0,7
673.3333333333334,0.0,50.0,20
688.6363636363636,0.0,50.0,20
703.9393939393939,0.0,50.0,20
719.2424242424242,0.0,50.0,4
734.5454545454545,0.0,50.0,4
749.8484848484849,0.0,50.0,4
765.1515151515151,0.0,50.0,4
780.4545454545455,0.0,50.0,12
795.7575757575758,0.0,50.0,12
811.060606060606,0.0,50.0,12
826.3636363636364,0.0,50.0,27
841.6666666666666,0.0,50.0,27
856.969696969697,0.0,50.0,19
872.2727272727273,0.0,50.0,19
887.5757575757575,0.0,50.0,19
902.8787878787879,0.0,50.0,3
918.1818181818181,0.0,50.0,3
933.4848484848485,0.0,50.0,3
948.7878787878788,0.0,50.0,3
964.0909090909091,0.0,50.0,22
979.3939393939394,0.0,50.0,22
994.6969696969696,0.0,50.0,22
1010.0,0.0,50.0,16
1025.3030303030303,0.0,50.0,16
1040.6060606060605,0.0,50.0,16
1055.909090909091,0.0,50.0,6
1071.2121212121212,0.0,50.0,6
1086.5151515151515,0.0,50.0,6
1101.8181818181818,0.0,50.0,6
1117.121212121212,0.0,50.0,6
1132.4242424242425,0.0,50.0,1
1147.7272727272727,0.0,50.0,1
1163.030303030303,0.0,50.0,1
1178.3333333333333,0.0,50.0,1
1193.6363636363635,0.0,50.0,1
1208.939393939394,0.0,50.0,15
1224.2424242424242,0.0,50.0,15
1239.5454545454545,0.0,50.0,15
1254.8484848484848,0.0,50.0,15
1270.1515151515152,0.0,50.0,2
1285.4545454545455,0.0,50.0,2
1300.7575757575758,0.0,50.0,2
1316.060606060606,0.0,50.0,2
1331.3636363636363,0.0,50.0,2
1346.6666666666667,0.0,50.0,0
1361.969696969697,0.0,50.0,0
1377.2727272727273,0.0,50.0,0
1392.5757575757575,0.0,50.0,0
1407.8787878787878,0.0,50.0,0
1423.1818181818182,0.0,50.0,30
1438.4848484848485,0.0,50.0,30
1453.7878787878788,0.0,50.0,10
1469.090909090909,0.0,50.0,10
1484.3939393939393,0.0,50.0,10
1499.6969696969697,0.0,50.0,21
1515.0,0.0,50.0,21
