x,y,n,label
0.0,0.0,50.0,24
15.0,0.0,50.0,24
30.0,0.0,50.0,24
45.0,0.0,50.0,24
60.0,0.0,50.0,12
75.0,0.0,50.0,12
90.0,0.0,50.0,12
105.0,0.0,50.0,12
120.0,0.0,50.0,11
135.0,0.0,50.0,11
150.0,0.0,50.0,11
165.0,0.0,50.0,11
180.0,0.0,50.0,5
195.0,0.0,50.0,5
210.0,0.0,50.0,5
225.0,0.0,50.0,5
240.0,0.0,50.0,22
255.0,0.0,50.0,22
270.0,0.0,50.0,22
285.0,0.0,50.0,22
300.0,0.0,50.0,7
315.0,0.0,50.0,7
330.0,0.0,50.0,7
345.0,0.0,50.0,7
360.0,0.0,50.0,10
375.0,0.0,50.0,10
390.0,0.0,50.0,10
405.0,0.0,50.0,10
420.0,0.0,50.0,8
435.0,0.0,50.0,8
450.0,0.0,50.0,8
465.0,0.0,50.0,8
480.0,0.0,50.0,20
495.0,0.0,50.0,20
510.0,0.0,50.0,20
525.0,0.0,50.0,20
540.0,0.0,50.0,2
555.0,0.0,50.0,2
570.0,0.0,50.0,2
585.0,0.0,50.0,2
600.0,0.0,50.0,9
615.0,0.0,50.0,9
630.0,0.0,50.0,9
645.0,0.0,50.0,9
660.0,0.0,50.0,4
675.0,0.0,50.0,4
690.0,0.0,50.0,4
705.0,0.0,50.0,4
720.0,0.0,50.0,3
735.0,0.0,50.0,3
750.0,0.0,50.0,3
765.0,0.0,50.0,3
780.0,0.0,50.0,1
795.0,0.0,50.0,1
810.0,0.0,50.0,1
825.0,0.0,50.0,1
840.0,0.0,50.0,0
855.0,0.0,50.0,0
870.0,0.0,50.0,0
885.0,0.0,50.0,0
900.0,0.0,50.0,35
915.0,0.0,50.0,35
930.0,0.0,50.0,19
945.0,0.0,50.0,19
960.0,0.0,50.0,34
975.0,0.0,50.0,34
990.0,0.0,50.0,17
1005.0,0.0,50.0,17
1020.0,0.0,50.0,33
1035.0,0.0,50.0,33
1050.0,0.0,50.0,21
1065.0,0.0,50.0,21
1080.0,0.0,50.0,32
1095.0,0.0,50.0,32
1110.0,0.0,50.0,18
1125.0,0.0,50.0,18
1140.0,0.0,50.0,31
1155.0,0.0,50.0,31
1170.0,0.0,50.0,15
1185.0,0.0,50.0,15
1200.0,0.0,50.0,30
1215.0,0.0,50.0,30
1230.0,0.0,50.0,16
1245.0,0.0,50.0,16
1260.0,0.0,50.0,29
1275.0,0.0,50.0,29
1290.0,0.0,50.0,23
1305.0,0.0,50.0,23
1320.0,0.0,50.0,28
1335.0,0.0,50.0,28
1350.0,0.0,50.0,27
1365.0,0.0,50.0,27
1380.0,0.0,50.0,13
1395.0,0.0,50.0,13
1410.0,0.0,50.0,14
1425.0,0.0,50.0,14
1440.0,0.0,50.0,26
1455.0,0.0,50.0,26
1470.0,0.0,50.0,6
1485.0,0.0,50.0,6
1500.0,0.0,50.0,25
1515.0,0.0,50.0,25
