x,y,n,label
35.22913519074123,-119.08577595654484,8799,20.0
35.22916895,-119.0171544,7364,20.0
35.229183196128396,-119.10176282434864,6523,20.0
35.22949778369113,-119.0038482577271,7139,20.0
35.23002760000001,-119.08204709999998,5857,20.0
35.230235204071995,-119.01836889584474,12428,20.0
35.23099625162689,-119.07545569624176,3789,20.0
35.23103478259842,-119.02003039318546,3665,20.0
35.2310979299543,-119.01804797627494,7333,20.0
35.2311724,-118.97422554999999,7919,20.0
35.23120565,-119.07556089999999,3789,20.0
35.231304664563865,-118.98208718166428,4644,20.0
35.231453425211434,-118.98201622787339,4644,20.0
35.231459690834704,-119.02104437579254,12740,20.0
35.231475064569636,-119.07553677470253,12372,20.0
35.231563195699735,-119.01666337642854,13850,20.0
35.231717014830885,-119.07631383165888,3085,20.0
35.23182693070533,-119.01744687548842,7967,20.0
35.23188115221613,-119.08512781518922,8368,20.0
35.232678899999996,-119.08822119999999,7685,20.0
35.232785360404264,-119.00246757489734,9381,20.0
35.23319705792651,-119.09007387992737,6801,20.0
35.23322585413669,-119.08754872834955,12269,20.0
35.23363476305096,-119.08461555282099,7282,20.0
35.23374604704531,-119.01786177821576,6742,20.0
35.23378678988921,-119.09251782480794,3177,20.0
35.2347551982855,-119.0182375290699,6472,20.0
35.235731707286725,-119.08265257114434,4756,20.0
35.23608440053455,-119.00348432647428,8243,20.0
35.236096149999995,-118.91082795,10619,20.0
35.23612052565396,-118.89558617693574,6145,20.0
35.236214618558726,-118.91097426283662,10619,20.0
35.236349774450304,-118.91305116197422,894,20.0
35.236444500000005,-118.91070090000001,1767,20.0
35.23646299271005,-118.91172441413538,6097,20.0
35.2365115,-118.91099594999999,6241,20.0
35.236517523411564,-118.91049899187361,1767,20.0
35.2365989,-118.91303855000004,894,20.0
35.23664460107552,-119.01865234418754,5718,20.0
35.2366642,-118.91017934999999,10901,20.0
35.23675515,-118.90752099999999,4008,20.0
35.236836,-119.08232135000002,6132,20.0
35.23688572636586,-118.9106963919202,6332,20.0
35.23692055,-118.9105034,6332,20.0
35.236920774902266,-118.91193834478466,11256,20.0
35.23710605,-119.09155944999999,11352,20.0
35.2372533,-118.99583659999996,7231,20.0
35.23730982483056,-118.94214100982013,4239,20.0
35.2373188,-118.91051360000002,22971,20.0
35.23742476840762,-118.9099283252378,12473,20.0
35.2374812475717,-119.09864582454817,1401,20.0
35.237496300461515,-118.91171793307574,11208,20.0
35.2375097751582,-118.91206258640027,6913,20.0
35.23751807516489,-118.91116338405705,7395,20.0
35.23752920542065,-119.07966817508438,5852,20.0
35.23755026197156,-118.91412004960546,7661,20.0
35.23755545000001,-119.0791926,5000,20.0
35.2375853,-118.91079199999999,6630,20.0
35.23769963898274,-119.09787436394907,7774,20.0
35.23773082517116,-119.09857082189076,1401,20.0
35.2379303,-119.00369530000002,19099,20.0
35.238055827649426,-118.91866286571286,11460,20.0
35.23806585,-118.91761575,10048,20.0
35.238066,-118.99861959999998,9987,20.0
35.2380764112172,-118.91815775713137,7473,20.0
35.23808123245739,-118.91638311598642,4754,20.0
35.23808572567673,-118.9167777728772,3953,20.0
35.23808655,-118.96286794999999,13211,20.0
35.23809556530777,-118.9169258347824,3953,20.0
35.23809672485909,-118.91831771316731,7473,20.0
35.23810415,-118.91299314999999,13343,20.0
35.23810665,-118.9172951,14196,20.0
35.23812215,-118.96692375,5511,20.0
35.238169424788,-118.9990091305016,6410,20.0
35.23819090599292,-118.91376302515498,4334,20.0
35.238191174853064,-118.91625276159358,4754,20.0
35.23822649032245,-119.03863277556113,11531,20.0
35.23831050497665,-119.03738758622478,5462,20.0
35.238382110269974,-119.00115679672109,11833,20.0
35.238384424848704,-118.91784915903405,9536,20.0
35.23838492168,-119.07405607254798,7771,20.0
35.238440149999995,-118.91721894999999,4581,20.0
35.238469083486024,-118.8986837168222,12999,20.0
35.23854118320661,-118.91759327478012,14560,20.0
35.2385484425088,-118.91659654345385,5408,20.0
35.23856225626798,-118.91640104269652,5408,20.0
35.238576910513224,-118.91726947057442,4581,20.0
35.23863899999999,-119.07487224999998,6755,20.0
