x,y,n,label
35.22913519074123,-119.08577595654484,8799,20.0
35.22916895,-119.0171544,14729,20.0
35.229183196128396,-119.10176282434864,13048,20.0
35.22949778369113,-119.0038482577271,14280,20.0
35.23002760000001,-119.08204709999998,11715,20.0
35.230235204071995,-119.01836889584474,12428,20.0
35.23099625162689,-119.07545569624176,9932,20.0
35.23103478259842,-119.02003039318546,14664,20.0
35.2310979299543,-119.01804797627494,14668,20.0
35.2311724,-118.97422554999999,7919,20.0
35.23120565,-119.07556089999999,9932,20.0
35.231304664563865,-118.98208718166428,9289,20.0
35.231453425211434,-118.98201622787339,9289,20.0
35.231459690834704,-119.02104437579254,12740,20.0
35.231475064569636,-119.07553677470253,9932,20.0
35.231563195699735,-119.01666337642854,3005,20.0
35.231717014830885,-119.07631383165888,12343,20.0
35.23182693070533,-119.01744687548842,3005,20.0
35.23188115221613,-119.08512781518922,8368,20.0
35.232678899999996,-119.08822119999999,996,20.0
35.232785360404264,-119.00246757489734,9381,20.0
35.23319705792651,-119.09007387992737,6801,20.0
35.23322585413669,-119.08754872834955,996,20.0
35.23363476305096,-119.08461555282099,7282,20.0
35.23374604704531,-119.01786177821576,13485,20.0
35.23378678988921,-119.09251782480794,12713,20.0
35.2347551982855,-119.0182375290699,12945,20.0
35.235731707286725,-119.08265257114434,9513,20.0
35.23608440053455,-119.00348432647428,8243,20.0
35.236096149999995,-118.91082795,8477,20.0
35.23612052565396,-118.89558617693574,12291,20.0
35.236214618558726,-118.91097426283662,8477,20.0
35.236349774450304,-118.91305116197422,7166,20.0
35.236444500000005,-118.91070090000001,407,20.0
35.23646299271005,-118.91172441413538,11309,20.0
35.2365115,-118.91099594999999,8477,20.0
35.236517523411564,-118.91049899187361,407,20.0
35.2365989,-118.91303855000004,7166,20.0
35.23664460107552,-119.01865234418754,11437,20.0
35.2366642,-118.91017934999999,407,20.0
35.23675515,-118.90752099999999,8017,20.0
35.236836,-119.08232135000002,12266,20.0
35.23688572636586,-118.9106963919202,407,20.0
35.23692055,-118.9105034,407,20.0
35.236920774902266,-118.91193834478466,11309,20.0
35.23710605,-119.09155944999999,11352,20.0
35.2372533,-118.99583659999996,14464,20.0
35.23730982483056,-118.94214100982013,8479,20.0
35.2373188,-118.91051360000002,407,20.0
35.23742476840762,-118.9099283252378,12473,20.0
35.2374812475717,-119.09864582454817,1262,20.0
35.237496300461515,-118.91171793307574,6149,20.0
35.2375097751582,-118.91206258640027,6149,20.0
35.23751807516489,-118.91116338405705,9752,20.0
35.23752920542065,-119.07966817508438,10874,20.0
35.23755026197156,-118.91412004960546,910,20.0
35.23755545000001,-119.0791926,10874,20.0
35.2375853,-118.91079199999999,9752,20.0
35.23769963898274,-119.09787436394907,1262,20.0
35.23773082517116,-119.09857082189076,1262,20.0
35.2379303,-119.00369530000002,9549,20.0
35.238055827649426,-118.91866286571286,4049,20.0
35.23806585,-118.91761575,6674,20.0
35.238066,-118.99861959999998,8559,20.0
35.2380764112172,-118.91815775713137,4049,20.0
35.23808123245739,-118.91638311598642,629,20.0
35.23808572567673,-118.9167777728772,629,20.0
