2612068
1307495
962940
909538
656081
604964
374624
368791
313713
306228
271374
259058
247800
210648
207128
198960
192154
182912
179838
178560
174017
161451
157074
155982
154931
154812
142035
135910
134378
131716
124497
123344
122462
122274
116106
113644
111795
111378
110058
109220
105705
102838
101853
99182
97333
97253
96468
95102
94601
94114
