Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,371.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,371.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,372.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,372.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,374.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,374.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,374.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,374.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,375.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,376.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,376.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,376.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,375.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,376.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,375.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,375.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,375.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,375.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,374.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,375.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,375.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,377.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,377.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,377.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,378.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,379.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,379.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,380.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,380.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,380.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,380.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,379.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,379.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,379.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,378.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,378.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,378.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,378.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,379.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,380.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,379.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,380.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,380.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,380.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,380.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,378.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,378.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,380.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,380.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,379.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,378.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,378.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,379.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,378.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,378.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,377.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,378.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,380.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,380.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,378.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,377.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,377.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,377.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,377.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,378.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,379.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,378.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,377.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,376.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,376.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,377.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,378.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,378.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,378.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,378.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,378.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,378.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,378.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,377.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,378.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,378.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,378.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,377.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,377.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,377.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,378.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,378.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,379.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,380.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
