Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,540.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,539.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,540.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,540.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,541.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,541.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,541.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,541.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,540.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,540.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,541.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,541.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,540.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,540.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,542.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,539.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,538.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,537.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,539.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,538.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,539.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,538.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,539.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,539.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,539.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,537.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,537.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,536.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,536.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,535.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,534.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,536.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,535.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,536.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,535.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,535.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,535.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,535.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,533.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,532.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,531.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,531.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,533.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,534.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,534.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,535.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,533.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,534.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,534.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,534.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,535.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,536.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,537.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,538.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,537.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,538.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,537.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,536.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,536.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,535.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,535.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,535.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
