Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,438.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,438.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,437.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,436.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,435.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,435.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,434.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,433.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,434.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,434.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,434.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,435.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,434.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,434.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,434.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,433.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,434.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,434.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,436.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,436.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,438.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,438.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,436.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,436.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,437.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,439.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,440.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,440.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,440.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,439.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,440.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,442.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,441.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,440.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,440.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,440.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,439.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,440.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,439.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,438.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,437.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,438.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,438.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,437.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,435.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,434.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
