Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,429.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,431.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,430.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,431.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,431.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,430.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,429.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,430.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,431.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,430.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,432.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,432.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,432.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,433.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,433.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,433.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,431.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,432.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,433.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,434.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,434.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,435.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,434.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,434.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,434.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,434.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,434.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,434.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,433.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,432.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,430.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,430.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,428.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,429.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,430.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,430.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,430.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,430.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,431.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
