Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,239.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,239.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,238.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,238.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,238.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,235.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,235.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,235.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,235.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,235.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,235.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,234.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,234.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,234.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,234.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,233.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,232.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,232.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,233.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,233.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,232.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,232.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,231.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,230.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,230.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,230.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,230.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,230.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,229.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,230.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,230.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,230.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,230.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,230.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,230.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,230.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,230.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,230.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,230.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,230.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,230.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,230.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,229.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,228.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,228.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,228.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,228.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,228.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,229.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,229.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,230.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,230.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,231.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,230.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,229.35,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
58,229.22,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
59,229.95,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
60,231.19,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
61,231.24,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
62,230.86,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
63,230.95,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
64,230.75,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
65,230.56,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
66,230.49,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
67,231.15,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
68,231.53,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
69,231.38,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
70,231.89,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
71,231.68,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
72,231.44,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
73,231.49,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
74,231.37,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
75,230.57,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
76,230.25,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
77,229.35,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
78,229.27,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
79,229.78,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
80,230.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
81,230.99,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
82,230.27,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
83,229.96,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
84,230.64,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
85,230.76,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
86,230.14,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
87,230.12,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
88,230.73,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
89,231.45,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
90,231.81,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
91,231.91,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
92,232.67,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
93,233.33,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
94,233.45,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
95,233.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
96,232.57,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
97,232.87,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0
98,232.36,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
99,231.79,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
100,231.94,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0
101,232.42,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0
102,232.91,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0
103,233.34,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0
104,232.93,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0
105,233.57,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
106,233.66,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
107,233.08,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
108,232.65,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
109,233.42,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0
110,232.76,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0
111,234.44,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
112,234.49,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
113,232.56,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
114,232.24,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
115,231.78,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0
116,231.03,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0
117,230.16,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0
118,229.82,0.07,0,0,0.01,0,0,0,0,0,0,0,0,0,0
119,229.77,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0
120,229.94,0.05,0,0,0.02,0,0,0,0,0,0,0,0,0,0
121,230.23,0.08,0,0,0.03,0,0,0,0,0,0,0,0,0,0
122,230.3,0.08,0,0,0.02,0,0,0,0,0,0,0,0,0,0
123,230.35,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0
124,230.6,0.1,0,0,0.02,0,0,0,0,0,0,0,0,0,0
125,230.82,0.09,0,0,0.04,0,0,0,0,0,0,0,0,0,0
126,230.74,0.11,0,0,0.03,0,0,0,0,0,0,0,0,0,0
127,231.96,0.09,0,0,0.03,0,0,0,0,0,0,0,0,0,0
128,231.21,0.06,0,0,0.03,0,0,0,0,0,0,0,0,0,0
129,232.34,0.05,0,0,0.03,0,0,0,0,0,0,0,0,0,0
130,231.79,0.07,0,0,0.03,0,0,0,0,0,0,0,0,0,0
131,232.14,0.09,0,0,0.02,0,0,0,0,0,0,0,0,0,0
132,231.73,0.09,0,0,0.01,0,0,0,0,0,0,0,0,0,0
133,232.01,0.12,0,0,0.01,0,0,0,0,0,0,0,0,0,0
134,232.06,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0
135,232.03,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0
136,232.64,0.12,0,0,0.02,0,0,0,0,0,0,0,0,0,0
137,231.66,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0
138,232.07,0.15,0,0,0.03,0,0,0,0,0,0,0,0,0,0
