Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,430.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,429.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,428.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,428.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,429.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,429.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,428.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,428.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,428.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,427.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,426.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,425.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,425.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,425.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,424.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,423.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,422.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,425.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,424.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,424.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,423.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,423.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,424.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,424.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,425.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,424.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,424.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,426.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,425.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,425.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,425.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,423.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,424.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,424.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,424.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,423.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,421.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,421.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,421.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,421.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,420.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,421.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,421.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,421.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,421.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,419.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,420.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,421.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,421.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,421.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,422.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,421.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,423.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,424.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,425.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,424.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,425.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,425.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,423.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,423.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,422.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,422.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,424.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,424.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,424.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,424.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,425.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,424.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,423.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,424.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,425.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,426.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,427.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,426.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,425.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,425.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,424.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,423.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,424.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,424.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,424.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,424.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,424.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,424.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,423.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,424.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,423.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,425.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,426.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,426.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,427.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,427.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,426.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,427.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,428.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,429.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,429.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,429.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,427.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,427.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,428.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,427.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,426.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,425.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,426.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,424.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
