Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,470.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,470.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,469.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,469.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,469.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,468.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,466.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,467.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,465.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,465.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,464.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,464.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,464.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,465.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,466.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,467.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,466.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,466.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,466.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,465.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,464.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,464.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,464.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,464.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,465.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,466.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,467.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,466.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,466.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,466.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,466.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,466.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,467.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
