Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,389.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,388.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,388.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,389.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,389.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,389.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,389.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,388.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,388.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,388.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,388.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,388.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,386.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,387.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,388.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,388.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,389.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,390.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,388.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,389.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,388.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,388.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,389.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,389.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,389.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,388.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,389.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,388.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,389.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,389.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,390.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,390.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,389.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,391.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,390.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
