Time,WW,WH,WE,WR,WB,HH,HE,HR,HB,EE,ER,EB,RR,RB,BB
1,551.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,553.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,552.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,551.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,550.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,551.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,551.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,550.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,552.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,550.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,549.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,550.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,552.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,552.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,552.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,552.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,551.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,550.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,550.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,550.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,553.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,555.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,553.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,552.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,552.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,553.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,553.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,555.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,555.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,556.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,556.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,557.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,556.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,556.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,555.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,555.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,555.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,555.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,556.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,559.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,559.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,558.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,559.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,559.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,558.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,558.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,557.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,556.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,556.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,556.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,556.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,554.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,554.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,553.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,553.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,553.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,554.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,554.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,554.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,554.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,554.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,552.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,552.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,555.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,555.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,554.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,553.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,555.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,554.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,554.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,553.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,553.85,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
74,553.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,554.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,553.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,556.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,556.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,557.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,557.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,558.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,558.92,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
83,557.35,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
84,555.49,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
85,553.62,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
86,554.91,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
87,554.84,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
88,555.18,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
89,556.67,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
90,555,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
91,553.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
92,553.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
93,552.39,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
94,552.5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
95,553.67,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
96,555.48,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
97,554.28,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
98,552.87,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
99,553.45,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
100,553.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
101,554.11,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
102,553.12,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0
103,552.43,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0
104,551.53,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0
105,553.6,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
106,552.91,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
107,552.17,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
108,554.09,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
109,553.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
110,553.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
111,552.79,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
112,552.97,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
113,552.59,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
114,550.2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
115,549.68,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
116,551.3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
117,552.56,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
118,553.09,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
119,552.81,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
120,550.46,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
121,549.96,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
122,549.42,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0
123,550.43,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
124,548.61,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
125,548.82,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
126,548.53,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
127,550.78,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
128,551.59,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
129,551.94,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
130,552.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
131,552.53,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
132,552.18,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
133,553.77,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
134,554.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
135,553.87,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
136,553.3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
137,552.77,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
138,554.51,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
139,553.7,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
140,554.78,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,556.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,555.64,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
143,555.23,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
144,554.95,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
145,553.89,0.08,0,0,0.01,0,0,0,0,0,0,0,0,0,0
146,554.18,0.07,0,0,0.01,0,0,0,0,0,0,0,0,0,0
147,555.28,0.08,0,0,0.01,0,0,0,0,0,0,0,0,0,0
148,556.86,0.1,0,0,0.01,0,0,0,0,0,0,0,0,0,0
149,556.17,0.12,0,0,0.02,0,0,0,0,0,0,0,0,0,0
150,555.84,0.13,0,0,0.03,0,0,0,0,0,0,0,0,0,0
151,555.11,0.13,0,0,0.03,0,0,0,0,0,0,0,0,0,0
152,555.44,0.12,0,0,0.04,0,0,0,0,0,0,0,0,0,0
153,553.74,0.12,0,0,0.04,0,0,0,0,0,0,0,0,0,0
154,552.44,0.11,0,0,0.04,0,0,0,0,0,0,0,0,0,0
155,551.88,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0
156,552.51,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0
157,553.57,0.16,0,0,0.05,0,0,0,0,0,0,0,0,0,0
158,551.89,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0
159,552.46,0.17,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0
160,550.58,0.2,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0
161,550.91,0.17,0,0,0.05,0.03,0,0,0,0,0,0,0,0,0
162,548.5,0.16,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0
163,548.41,0.18,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0
164,550.24,0.14,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0
165,550.71,0.16,0,0,0.05,0,0,0,0,0,0,0,0,0,0
166,550.35,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0
167,549.09,0.17,0,0,0.05,0,0,0,0,0,0,0,0,0,0
168,550.27,0.18,0,0,0.07,0,0,0,0,0,0,0,0,0,0
169,552.3,0.16,0,0.01,0.07,0,0,0,0,0,0,0,0,0,0
170,550.19,0.2,0,0.01,0.08,0,0,0,0,0,0,0,0,0,0
171,550.9,0.21,0,0.01,0.09,0,0,0,0,0,0,0,0,0,0
172,549.5,0.19,0,0.01,0.09,0,0,0,0,0,0,0,0,0,0
173,551.12,0.21,0,0.01,0.08,0,0,0,0,0,0,0,0,0,0
174,552.25,0.24,0,0.01,0.09,0,0,0,0,0,0,0,0,0,0
175,552.71,0.23,0,0.01,0.12,0,0,0,0,0,0,0,0,0,0
176,551.51,0.24,0,0.01,0.14,0.01,0,0,0,0,0,0,0,0,0
177,552.47,0.32,0,0,0.12,0.01,0,0,0,0,0,0,0,0,0
178,553.21,0.34,0,0,0.09,0.01,0,0,0,0,0,0,0,0,0
179,552.32,0.38,0,0,0.08,0.01,0,0,0,0,0,0,0,0,0
180,551.24,0.36,0,0,0.07,0.01,0,0,0,0,0,0,0,0,0
181,552.19,0.34,0,0.01,0.05,0.01,0,0,0,0,0,0,0,0,0
182,552.72,0.31,0,0.01,0.04,0.01,0,0,0,0,0,0,0,0,0
183,552.68,0.33,0,0.01,0.05,0.01,0,0,0,0,0,0,0,0,0
184,551.5,0.38,0,0.01,0.04,0.01,0,0,0,0,0,0,0,0,0
185,551.16,0.39,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0
186,550.1,0.32,0,0.02,0.06,0,0,0,0,0,0,0,0,0,0
187,549.88,0.33,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0
188,549.66,0.34,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0
189,550.61,0.36,0,0.01,0.09,0,0,0,0,0,0,0,0,0,0
190,549.53,0.39,0,0.01,0.09,0,0,0,0,0,0,0,0,0,0
191,550.35,0.37,0,0,0.11,0,0,0,0.01,0,0,0,0,0,0
192,551.66,0.35,0,0,0.12,0,0,0,0.01,0,0,0,0,0,0
193,553.51,0.41,0,0,0.12,0,0,0,0.01,0,0,0,0,0,0
194,551.74,0.49,0,0,0.14,0,0,0,0.01,0,0,0,0,0,0
195,550.56,0.53,0,0,0.15,0,0,0,0.01,0,0,0,0,0,0
196,550.06,0.61,0,0,0.14,0,0,0,0.01,0,0,0,0,0,0
197,550.69,0.57,0,0,0.14,0,0,0,0.01,0,0,0,0,0,0
198,549.3,0.62,0,0,0.15,0,0,0,0.01,0,0,0,0,0,0
199,549.48,0.66,0,0,0.11,0,0,0,0.01,0,0,0,0,0,0
200,547.68,0.68,0,0,0.11,0,0,0,0.01,0,0,0,0,0,0
201,547.22,0.71,0,0,0.11,0,0,0,0.01,0,0,0,0,0,0
202,548.3,0.75,0,0.01,0.11,0,0,0,0,0,0,0,0,0,0
203,550.01,0.75,0,0.01,0.13,0,0,0,0,0,0,0,0,0,0
204,550.93,0.74,0,0.01,0.14,0,0,0,0,0,0,0,0,0,0
205,550.79,0.66,0,0.01,0.15,0,0,0,0,0,0,0,0,0,0
206,550.45,0.67,0,0.01,0.13,0,0,0,0,0,0,0,0,0,0
207,551.69,0.67,0,0,0.15,0,0,0,0,0,0,0,0,0,0
208,550.4,0.69,0,0,0.15,0,0,0,0,0,0,0,0,0,0
209,549.81,0.68,0,0,0.13,0,0,0,0,0,0,0,0,0,0
210,548.95,0.71,0,0,0.13,0,0,0,0,0,0,0,0,0,0
211,549.25,0.8,0,0,0.15,0,0,0,0,0,0,0,0,0,0
212,548.94,0.92,0,0.01,0.14,0,0,0,0,0,0,0,0,0,0
213,548.91,0.99,0,0.01,0.14,0,0,0,0,0,0,0,0,0,0
214,548.22,1.02,0,0.01,0.15,0,0,0,0,0,0,0,0,0,0
215,548,1.04,0,0.01,0.14,0,0,0,0,0,0,0,0,0,0
216,549.32,1.02,0,0.03,0.13,0.01,0,0,0,0,0,0,0,0,0
217,549.92,1.07,0,0.03,0.12,0.01,0,0,0,0,0,0,0,0,0
218,549.58,1.03,0,0.04,0.11,0,0,0,0,0,0,0,0,0,0
219,549.96,1.05,0,0.05,0.15,0,0,0,0,0,0,0,0,0,0
220,550.1,1.06,0,0.05,0.15,0,0,0,0,0,0,0,0,0,0
221,549.81,1.05,0,0.06,0.14,0,0,0,0,0,0,0,0,0,0
222,552.95,1.08,0,0.07,0.12,0,0,0,0,0,0,0,0,0,0
223,552.38,1.07,0,0.08,0.15,0,0,0,0,0,0,0,0,0,0
224,552.13,1.16,0,0.07,0.17,0,0,0,0.01,0,0,0,0,0,0
225,551.53,1.17,0,0.07,0.16,0,0,0,0.01,0,0,0,0,0,0
226,552.13,1.12,0,0.05,0.18,0,0,0,0.01,0,0,0,0,0,0
227,554.01,1.13,0,0.04,0.17,0,0,0,0,0,0,0,0,0,0
228,553.02,1.2,0,0.04,0.19,0,0,0,0,0,0,0,0,0,0
229,552.69,1.29,0,0.04,0.22,0,0,0,0,0,0,0,0,0,0
230,552.83,1.36,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0
231,553.22,1.32,0,0.04,0.22,0,0,0,0,0,0,0,0,0,0
232,553.66,1.37,0,0.04,0.21,0,0,0,0,0,0,0,0,0,0
233,553.53,1.43,0,0.04,0.19,0,0,0,0,0,0,0,0,0,0
234,554.85,1.47,0,0.04,0.17,0,0,0,0,0,0,0,0,0,0
235,553,1.51,0,0.04,0.19,0,0,0,0,0,0,0,0,0,0
236,550.38,1.61,0,0.04,0.2,0,0,0,0,0,0,0,0,0,0
237,551.93,1.68,0,0.04,0.2,0.01,0,0,0,0,0,0,0,0,0
238,552.05,1.71,0,0.04,0.18,0.01,0,0,0,0,0,0,0,0,0
239,553.26,1.74,0,0.04,0.19,0,0,0,0,0,0,0,0,0,0
240,552.25,1.71,0,0.05,0.21,0.02,0,0,0,0,0,0,0,0,0
241,553.25,1.74,0,0.05,0.24,0.03,0,0,0,0,0,0,0,0,0
242,554.01,1.78,0,0.05,0.24,0.03,0,0,0,0,0,0,0,0,0
243,552.35,1.89,0,0.05,0.25,0.03,0,0,0,0,0,0,0,0,0
244,550.77,1.95,0,0.06,0.3,0.04,0,0,0,0,0,0,0,0,0
245,549.34,2.03,0,0.06,0.3,0.04,0,0,0,0,0,0,0,0,0
246,548.93,2.14,0,0.06,0.31,0.04,0,0,0,0,0,0,0,0,0
247,550.31,2.13,0,0.06,0.31,0.04,0,0,0,0,0,0,0,0,0
248,549.14,2.29,0,0.08,0.35,0.03,0,0,0,0,0,0,0,0,0
249,548.59,2.33,0,0.06,0.36,0.02,0,0,0,0,0,0,0,0,0
250,548.6,2.44,0,0.06,0.35,0.03,0,0,0,0,0,0,0,0,0
251,550.42,2.54,0,0.04,0.34,0.03,0,0,0,0,0,0,0,0,0
252,548.35,2.68,0,0.04,0.38,0.03,0,0,0,0,0,0,0,0,0
253,549.34,2.71,0,0.04,0.4,0.03,0,0,0,0,0,0,0,0,0
254,549.44,2.79,0,0.03,0.38,0.03,0,0,0,0,0,0,0,0,0
255,547.95,2.77,0,0.04,0.35,0.04,0,0,0,0,0,0,0,0,0
256,548.28,2.67,0,0.04,0.41,0.05,0,0,0,0,0,0,0,0,0
257,548,2.76,0,0.02,0.47,0.06,0,0,0,0,0,0,0,0,0
258,547.61,2.82,0,0.02,0.52,0.08,0,0,0,0,0,0,0,0,0
259,547.14,2.87,0,0.02,0.5,0.07,0,0,0.01,0,0,0,0,0,0
260,546.99,2.88,0,0.02,0.51,0.06,0,0,0.01,0,0,0,0,0,0
261,546.94,3.04,0,0.02,0.5,0.06,0,0,0.01,0,0,0,0,0,0
262,547.39,3.05,0,0.04,0.51,0.07,0,0,0.01,0,0,0,0,0,0
263,549.56,3.02,0,0.05,0.42,0.06,0,0,0.01,0,0,0,0,0,0
264,549.67,3.15,0,0.09,0.43,0.07,0,0,0.01,0,0,0,0,0,0
265,549.41,3.24,0,0.1,0.42,0.07,0,0,0.01,0,0,0,0,0,0
266,547.73,3.3,0,0.11,0.4,0.06,0,0,0,0,0,0,0,0,0
267,547.4,3.32,0,0.12,0.41,0.05,0,0,0,0,0,0,0,0,0
268,547.21,3.53,0,0.13,0.42,0.06,0,0,0,0,0,0,0,0,0
269,547.36,3.74,0,0.11,0.4,0.05,0,0,0,0,0,0,0,0,0
270,546.5,3.86,0,0.14,0.44,0.05,0,0,0,0,0,0,0,0,0
271,545.65,4,0,0.1,0.46,0.05,0,0,0,0,0,0,0,0,0
272,547.3,4.25,0,0.1,0.49,0.06,0,0.01,0,0,0,0,0,0,0
273,547.31,4.23,0,0.1,0.51,0.05,0,0.01,0,0,0,0,0,0,0
274,548.16,4.3,0,0.12,0.63,0.06,0,0.01,0,0,0,0,0,0,0
275,547.88,4.49,0,0.14,0.64,0.06,0,0.01,0,0,0,0,0,0,0
276,547.43,4.65,0,0.15,0.67,0.06,0,0.01,0,0,0,0,0,0,0
277,546.31,4.73,0,0.15,0.73,0.09,0,0.01,0.02,0,0,0,0,0,0
278,546.26,4.92,0,0.13,0.75,0.08,0,0.01,0.02,0,0,0,0,0,0
279,545.32,5.01,0,0.17,0.8,0.08,0,0.02,0.02,0,0,0,0,0,0
280,546.24,5.14,0,0.16,0.91,0.1,0,0.01,0.02,0,0,0,0,0,0
281,546.66,5.15,0,0.16,0.89,0.09,0,0.01,0.03,0,0,0,0,0,0
282,544.24,5.41,0,0.17,0.86,0.09,0,0.01,0.02,0,0,0,0,0,0
283,545.31,5.69,0,0.21,0.91,0.1,0,0.01,0.02,0,0,0,0,0,0
284,546.52,5.81,0,0.21,0.89,0.1,0,0.01,0.02,0,0,0,0,0,0
285,544.87,5.81,0,0.2,0.87,0.13,0,0.01,0.02,0,0,0,0,0,0
286,544.54,6.02,0,0.17,0.9,0.1,0,0.01,0.01,0,0,0,0,0,0
287,545.13,6.12,0,0.18,0.91,0.06,0,0.01,0.02,0,0,0,0,0,0
288,546.11,6.37,0,0.2,0.88,0.07,0,0.01,0.03,0,0,0,0,0,0
289,544.79,6.54,0,0.19,0.91,0.09,0,0.01,0.04,0,0,0,0,0,0
290,544.34,6.54,0,0.2,0.98,0.09,0,0.01,0.05,0,0,0,0,0,0
291,545.12,6.58,0,0.18,0.97,0.08,0,0.01,0.05,0,0,0,0,0,0
292,547.32,6.86,0,0.23,1.06,0.08,0,0.01,0.04,0,0,0,0,0,0
293,545.24,7.18,0,0.18,1.08,0.07,0,0.01,0.05,0,0,0,0,0,0
294,544.79,7.54,0,0.19,1.11,0.08,0,0.01,0.05,0,0,0,0,0,0
295,544.62,7.82,0,0.2,1.2,0.08,0,0.01,0.05,0,0,0,0,0,0
296,544.68,8.1,0,0.19,1.17,0.08,0,0.02,0.05,0,0,0,0,0,0
297,543.52,8.18,0,0.19,1.31,0.08,0,0.03,0.05,0,0,0,0,0,0
298,543.84,8.46,0,0.23,1.37,0.1,0,0.05,0.05,0,0,0,0,0.01,0
299,542.93,8.61,0,0.23,1.42,0.12,0,0.04,0.07,0,0,0,0,0,0.01
300,542.67,9,0,0.19,1.52,0.13,0,0.04,0.07,0,0,0,0,0,0.01
301,542.28,9.07,0,0.19,1.57,0.14,0,0.03,0.1,0,0,0,0,0.01,0.01
302,541.11,9.23,0,0.19,1.57,0.13,0,0.03,0.1,0,0,0,0,0.01,0.01
303,541,9.25,0,0.21,1.61,0.15,0,0.04,0.1,0,0,0,0,0.01,0.01
304,541.84,9.59,0,0.2,1.57,0.15,0,0.03,0.1,0,0,0,0,0.01,0.01
305,543.71,9.72,0,0.18,1.5,0.16,0,0.03,0.09,0,0,0,0,0.01,0.01
306,543.7,9.98,0,0.14,1.5,0.16,0,0.02,0.11,0,0,0,0,0.01,0.01
307,545.38,10.29,0,0.14,1.65,0.19,0,0.02,0.13,0,0,0,0,0,0.02
308,543.45,10.58,0,0.15,1.73,0.2,0,0.03,0.13,0,0,0,0,0,0.02
309,542.31,10.94,0,0.18,1.7,0.2,0,0.03,0.15,0.01,0,0,0,0,0.02
310,541.97,10.9,0,0.18,1.75,0.2,0,0.03,0.17,0,0,0,0,0,0.02
311,542.31,10.93,0,0.22,1.82,0.23,0,0.03,0.17,0,0,0,0,0,0.03
312,542,11.48,0,0.25,1.8,0.22,0,0.03,0.17,0,0,0,0,0,0.03
313,541.14,11.78,0,0.25,1.79,0.22,0,0.03,0.15,0,0,0,0,0,0.03
314,541.54,12.19,0,0.24,1.79,0.24,0,0.02,0.14,0,0,0,0,0,0.03
315,539.2,12.45,0,0.22,1.97,0.25,0,0.02,0.13,0,0,0,0,0,0.03
316,540.28,12.88,0,0.28,2.04,0.26,0,0.02,0.13,0,0,0,0,0,0.05
317,538.17,13.48,0,0.29,2.09,0.27,0,0.02,0.12,0,0,0,0,0.01,0.05
318,537.47,13.95,0,0.3,2.11,0.28,0,0.02,0.13,0,0,0,0,0.01,0.06
319,537.12,13.96,0.01,0.33,2.11,0.31,0,0.02,0.13,0,0,0,0,0,0.06
320,536.08,14.28,0.01,0.36,2.08,0.33,0,0.02,0.15,0,0,0,0,0,0.04
